id,ingredient,degree,sugar,base_spirit,glass_id,color_id,occasion_id
1455,"얼음|480 ml,진|480 ml,오렌지 주스",22,4,gin,7,3,14
1456,"얼음|30 ml,진|15 ml,그린 박하 리큐어",36,6,gin,7,6,15
1457,"얼음|60 ml,진|15 ml,드라이 버무스|1 개,칵테일 어니언",39,0,gin,7,5,15
1458,"얼음|480 ml,진|15 ml,듀보네|1.88 ml,페르넷 브랭커|1.88 ml,오렌지 큐라소|1 개,레몬 껍질",44,0,gin,7,1,14
1459,"얼음|15 ml,살구 브랜디|15 ml,진|15 ml,칼바도스|15 ml,레몬 주스",23,12,gin,7,3,14
1460,"얼음|90 ml,진|30 ml,그린 박하 리큐어|30 ml,레몬 주스|진저엘",31,4,gin,4,3,14
1461,"얼음|15 ml,드라이 버무스|15 ml,진|15 ml,복숭아 브랜디|15 ml,오렌지 주스",23,4,gin,7,3,14
1462,"얼음|480 ml,진|22.5 ml,레몬 주스|22.5 ml,트리플 섹|15 ml,계란 흰자|1 개,레몬 껍질",41,1,gin,7,3,14
1463,"얼음|480 ml,진|15 ml,블루 큐라소|1.88 ml,비터즈",44,1,gin,7,8,14
1464,"얼음|480 ml,진|10 ml,진저 리큐어",44,0,gin,7,2,14
1465,"얼음|480 ml,진|120 ml,라즈베리|22.5 ml,레몬 주스|22.5 ml,슈가시럽|10 ml,계란 흰자",33,2,gin,7,3,14
1466,"얼음|480 ml,진|10 ml,딸기 리큐어|소다수|1 개,딸기",44,0,gin,4,5,14
1467,"얼음|330 ml,진|20 ml,계란 흰자|10 ml,신선한 애플 주스|10 ml,바이올렛 리큐어",40,0,gin,7,7,14
1468,"얼음|20 ml,진|10 ml,드라이 버무스|20 ml,체리 브랜디|10 ml,레몬 주스|0.94 ml,오렌지 비터즈|1 개,오렌지",29,6,gin,7,2,14
1469,"얼음|480 ml,진|15 ml,복숭아 리큐어|1.88 ml,석류즙|1.88 ml,오렌지 주스",43,0,gin,7,2,15
1470,"얼음|60 ml,진|60 ml,자몽주스|15 ml,레몬 주스|15 ml,슈가시럽|7.5 ml,크렘 드 뮈르|1 개,레몬 껍질",17,9,gin,7,2,14
1471,"얼음|30 ml,라이트 럼|30 ml,진|0.94 ml,살구 브랜디|0.94 ml,파인애플 주스|1 개,마라스키노 베리",41,2,gin|rum,7,5,14
1472,"얼음|30 ml,진|15 ml,드라이 버무스|30 ml,크림|15 ml,체리 리큐어",22,3,gin,7,1,15
1473,"얼음|480 ml,진|10 ml,애플잭|10 ml,레몬 주스|15 ml,석류즙|1 개,계란 흰자|1 개,마라스키노 베리",42,1,gin,7,1,4
1474,"얼음|15 ml,꼬냑|15 ml,진|15 ml,라이트 럼|90 ml,진저엘|7.5 ml,라임 주스|1.88 ml,비터즈|민트",12,2,gin|rum,4,2,14
1475,"얼음|22.5 ml,진|15 ml,멜론 리큐어|10 ml,블루 큐라소|진저엘|키위|1 웨지,라임",32,13,gin,4,6,14
1476,"얼음|480 ml,진|석류즙|7.5 ml,레몬 주스|7.5 ml,오렌지 주스",43,0,gin,7,3,14
1477,"얼음|20 ml,진|10 ml,드라이 버무스|10 ml,아마레또|10 ml,캄파리",26,6,gin,7,1,14
1478,"얼음|30 ml,진|15 ml,살구 브랜디|15 ml,패션 프루트 주스|0.94 ml,비터즈",30,9,gin,7,3,14
1479,"얼음|30 ml,아쿠아비트|30 ml,진|30 ml,레몬 주스|0.94 ml,비터즈",14,0,gin,7,2,15
1480,"얼음|15 ml,진|15 ml,그린 샤르트뢰즈|15 ml,스위트 버무스",31,16,gin,7,6,15
1481,"얼음|30 ml,라이트 럼|30 ml,진|20 ml,스파이스 럼|30 ml,레몬 주스|20 ml,아마레또|콜라|라임",25,5,gin|rum,4,2,14
1482,"얼음|480 ml,진|15 ml,체리 리큐어|15 ml,오렌지 주스|10 ml,계란 흰자|10 ml,레몬 주스|0.94 ml,비터즈",41,0,gin,7,1,14
1483,"얼음|30 ml,진|30 ml,블루 큐라소|0.94 ml,파스티스|파인애플",34,16,gin,7,8,14
1484,"얼음|30 ml,진|15 ml,레몬 주스|15 ml,복숭아 리큐어|10 ml,압생트",23,6,gin,7,3,14
1485,"얼음|30 ml,진|10 ml,드라이 버무스|10 ml,캄파리|10 ml,트리플 섹|1 개,포도",35,8,gin,7,1,14
1486,"얼음|20 ml,진|20 ml,그린 샤르트뢰즈|20 ml,스위트 버무스|0.94 ml,오렌지 비터즈|1 개,그린 올리브|1 개,레몬 껍질",31,16,gin,7,3,15
1487,"얼음|30 ml,진|30 ml,파스티스|10 ml,석류즙",36,10,gin,7,1,14
1488,"얼음|15 ml,드라이 버무스|15 ml,진|15 ml,오렌지 주스|15 ml,스위트 버무스|7.5 ml,트리플 섹|0.94 ml,오렌지 비터즈|1 개,오렌지",22,11,gin,7,2,14
1489,"얼음|30 ml,살구 브랜디|30 ml,진|30 ml,칼바도스",31,16,gin,7,2,22
1490,"잘게 부순 얼음|480 ml,진|30 ml,레몬 주스|10 ml,마라스키노 리큐어|10 ml,슈가시럽|1 개,마라스키노 베리|파인애플",41,1,gin,2,3,14
1491,"얼음|20 ml,진|20 ml,스카치 위스키|20 ml,파스티스",42,5,gin|whisky,7,3,14
1492,"얼음|잘게 부순 얼음|480 ml,진|30 ml,라임 주스|15 ml,파파야 주스|1.88 ml,비터즈|소다수",41,0,gin,3,2,14
1493,"얼음|480 ml,진|22.5 ml,라임 주스|20 ml,슈가시럽|6 잎,민트",41,2,gin,7,3,14
1494,"얼음|30 ml,진|30 ml,레몬 주스|30 ml,스웨디시 푼쉬|라임 코디얼",15,0,gin,7,3,14
1495,"얼음|30 ml,진|10 ml,그린 샤르트뢰즈|10 ml,셰리|0.94 ml,비터즈|0.94 ml,오렌지 비터즈|오렌지",35,5,gin,2,6,13
1496,"얼음|330 ml,진|20 ml,체리 브랜디|20 ml,오렌지 큐라소|0.94 ml,아니제트",43,2,gin,7,7,15
1497,"얼음|30 ml,진|30 ml,레몬 주스|30 ml,스웨디시 푼쉬",15,0,gin,7,3,14
1498,"얼음|30 ml,진|15 ml,석류즙|15 ml,스위트 버무스|1.88 ml,오렌지 주스|1.88 ml,파인애플 주스",25,12,gin,7,7,14
1499,"얼음|30 ml,라이트 럼|30 ml,진|15 ml,석류즙|15 ml,레몬 주스",28,5,gin|rum,7,1,14
1500,"얼음|30 ml,진|15 ml,크림|15 ml,화이트 크렘 드 망트",22,5,gin,7,5,15
1501,"얼음|20 ml,진|20 ml,바나나 리큐어|20 ml,트리플 섹|10 ml,오렌지 주스|1 개,계란 흰자",28,17,gin,7,2,14
1502,"얼음|30 ml,진|15 ml,퀴멜|15 ml,레몬 주스",25,0,gin,7,3,14
1503,"얼음|30 ml,진|15 ml,그린 샤르트뢰즈|소다수",40,8,gin,2,6,14
1504,"얼음|480 ml,진|60 ml,파인애플 주스|15 ml,라임과 레몬그라스 코디얼|15 ml,패션 프루트 시럽|바질",37,3,gin,4,3,14
1505,"60 ml,진|22.5 ml,아페롤|3 슬라이스,오이|1 개,레몬 껍질",35,4,gin,7,2,14
1506,"얼음|30 ml,진|90 ml,오렌지 주스|0.94 ml,석류즙|1 개,계란",11,6,gin,2,3,4
1507,"얼음|30 ml,진|15 ml,드라이 버무스|15 ml,체리 브랜디|0.94 ml,바이올렛 리큐어|1 개,마라스키노 베리",35,5,gin,7,7,14
1508,"얼음|480 ml,진|150 ml,토닉 워터|레몬",34,0,gin,4,5,14
1509,"얼음|330 ml,진|20 ml,자몽주스|20 ml,오렌지 큐라소|라임|민트",41,1,gin,7,3,14
1510,"얼음|480 ml,진|480 ml,석류즙|10 ml,계란 흰자",22,12,gin,7,1,15
1511,"얼음|480 ml,진|15 ml,스위트 버무스|10 ml,오렌지 주스",43,0,gin,2,3,15
1512,"얼음|15 ml,진|15 ml,핌즈 컵 넘버 1|15 ml,오렌지 큐라소|15 ml,스위트 버무스|레몬|1 개,마라스키노 베리",23,12,gin,7,3,4
1513,"얼음|60 ml,진|30 ml,트리플 섹|0.94 ml,파스티스",41,12,gin,7,5,14
1514,"얼음|480 ml,진|15 ml,레몬 주스|15 ml,스웨디시 푼쉬|7.5 ml,오렌지 주스|레몬",41,0,gin,7,3,4
1515,"얼음|480 ml,자메이카 타입의 다크 럼|10 ml,진|1.88 ml,라임 주스|0.94 ml,슈가시럽",44,6,gin|rum,7,2,15
1516,"얼음|330 ml,진|660 ml,오렌지 주스|20 ml,복숭아 리큐어",15,6,gin,1,3,14
1517,"얼음|30 ml,진|10 ml,체리 브랜디|10 ml,레몬 주스|1 개,마라스키노 베리",34,4,gin,7,3,14
1518,"얼음|30 ml,진|15 ml,드라이 버무스|30 ml,파인애플 주스|15 ml,스위트 버무스",21,8,gin,7,3,14
1519,"얼음|30 ml,진|15 ml,데킬라|15 ml,오렌지 주스|0.94 ml,비터즈|0.94 ml,석류즙|오이|1 슬라이스,레몬|1 웨지,오렌지",31,2,gin|tequila,2,3,14
1520,"얼음|30 ml,진|15 ml,살구 브랜디|15 ml,레드 포트 와인|1 개,마라스키노 베리",31,6,gin,7,1,14
1521,"얼음|20 ml,꼬냑|20 ml,진|10 ml,드라이 버무스|10 ml,복숭아 넥타|0.94 ml,스위트 버무스",31,0,gin,7,2,15
1522,"얼음|15 ml,진|10 ml,바나나 리큐어|10 ml,라임 주스|10 ml,핌즈 컵 넘버 1|10 ml,스위트 버무스|0.94 ml,비터즈",19,10,gin,7,2,14
1523,"얼음|60 ml,진|30 ml,드라이 버무스|1.88 ml,석류즙|0.94 ml,압생트|1 개,레몬 껍질",34,0,gin,7,7,15
1524,"얼음|30 ml,꼬냑|30 ml,진|0.94 ml,석류즙|0.94 ml,파스티스",41,0,gin,7,1,14
1525,"얼음|60 ml,진|10 ml,비터즈",38,0,gin,7,1,15
1526,"얼음|30 ml,드라이 버무스|30 ml,진|1.88 ml,오렌지 비터즈",30,0,gin,7,5,15
1527,"얼음|30 ml,진|30 ml,듀보네|15 ml,체리 브랜디|15 ml,오렌지 주스",25,8,gin,7,1,14
1528,"얼음|480 ml,진|15 ml,라임 주스|1.88 ml,화이트 크렘 드 망트|0.94 ml,비터즈",43,0,gin,7,7,14
1529,"얼음|30 ml,드라이 버무스|30 ml,진|30 ml,패션 프루트 주스|1 개,마라스키노 베리",21,4,gin,7,3,15
1530,"얼음|30 ml,진|3.76 ml,석류즙|10 ml,칼바도스|10 ml,계란 흰자|0.94 ml,레몬 주스",27,6,gin,7,1,14
1531,"얼음|480 ml,진|22.5 ml,마라스키노 리큐어|15 ml,레몬 주스|0.94 ml,오렌지 비터즈|1 개,마라스키노 베리",42,0,gin,7,2,15
1532,"얼음|30 ml,진|30 ml,트리플 섹|15 ml,레몬 주스|10 ml,계란 흰자|0.94 ml,석류즙",27,12,gin,7,2,14
1533,"얼음|30 ml,진|15 ml,스위트 버무스|1 개,오렌지",36,8,gin,7,5,14
1534,"얼음|480 ml,진|480 ml,파인애플 주스|진저엘|파인애플",22,6,gin,4,2,14
1535,"얼음|480 ml,진|30 ml,레몬 주스|20 ml,슈가시럽|민트",40,1,gin,7,3,14
1536,"얼음|20 ml,드라이 버무스|20 ml,진|10 ml,살구 브랜디|10 ml,트리플 섹|1 개,마라스키노 베리",32,10,gin,7,5,15
1537,"얼음|480 ml,진|480 ml,오렌지 주스|10 ml,슈가시럽|소다수",22,5,gin,4,2,14
1538,"얼음|60 ml,진|0.94 ml,살구 브랜디|30 ml,라임 코디얼|1 개,오렌지",30,21,gin,7,3,14
1539,"얼음|480 ml,진|10 ml,크림|10 ml,계란 흰자|10 ml,석류즙|10 ml,레몬 주스",41,0,gin,7,1,14
1540,"얼음|30 ml,드라이 버무스|30 ml,진|30 ml,위스키/허니 리큐어|0.94 ml,비터즈",30,8,gin,7,2,14
1541,"얼음|20 ml,드라이 버무스|20 ml,진|20 ml,스위트 버무스|라즈베리",27,8,gin,7,5,4
1542,"30 ml,진|15 ml,오렌지 맛 브랜디|15 ml,라임 주스|10 ml,계란 흰자|0.94 ml,아몬드 시럽",26,4,gin,7,2,14
1543,"얼음|30 ml,진|30 ml,레몬 주스|30 ml,트리플 섹|레몬|오렌지",26,12,gin,2,3,14
1544,"얼음|60 ml,진|30 ml,드라이 버무스|0.94 ml,파스티스",36,0,gin,7,5,15
1545,"얼음|15 ml,진|15 ml,바나나 리큐어|15 ml,블루 큐라소|15 ml,크림",22,13,gin,7,8,15
1546,"얼음|20 ml,버본|20 ml,진|20 ml,파스티스",43,5,gin|whisky,7,2,15
1547,"잘게 부순 얼음|30 ml,진|20 ml,귤 리큐어|4 웨지,레몬|귤",37,8,gin,4,2,14
1548,"얼음|30 ml,진|15 ml,스위트 버무스|0.94 ml,비터즈|0.94 ml,화이트 크렘 드 망트",35,8,gin,7,7,14
1549,"얼음|20 ml,드라이 버무스|20 ml,진|20 ml,바나나 리큐어|20 ml,패션 프루트 주스|1 개,레몬 껍질|1 개,마라스키노 베리",20,8,gin,7,3,14
1550,"얼음|20 ml,드라이 버무스|20 ml,진|20 ml,스위트 버무스|0.94 ml,파스티스|1 개,마라스키노 베리",27,8,gin,7,5,4
1551,"얼음|15 ml,진|15 ml,듀보네|15 ml,셰리",26,5,gin,7,1,14
1552,"얼음|30 ml,진|30 ml,트리플 섹|15 ml,파인애플 주스",32,16,gin,7,3,14
1553,"얼음|30 ml,진|30 ml,라이치 리큐어|30 ml,파인애플 주스|슈가시럽|1 잎,민트|1 개,라이치|2 웨지,레몬|진저엘",21,10,gin,4,2,14
1554,"얼음|20 ml,버본|20 ml,진|20 ml,트리플 섹",41,12,gin|whisky,7,2,15
1555,"얼음|330 ml,진|20 ml,드라이 버무스|20 ml,듀보네|0.94 ml,비터즈",41,0,gin,7,1,14
1556,"얼음|480 ml,진|10 ml,드라이 버무스|1 개,그린 올리브",44,0,gin,7,5,4
1557,"얼음|480 ml,진|22.5 ml,다크 카카오 리큐어",44,0,gin,7,2,15
1558,"얼음|30 ml,진|60 ml,화이트 와인|30 ml,패션 프루트 주스|1.88 ml,오렌지 큐라소|진저엘",16,5,gin,4,2,14
1559,"얼음|120 ml,진|60 ml,바이올렛 리큐어|1 개,계란 흰자",36,6,gin,7,10,13
1560,"얼음|30 ml,진|15 ml,드라이 버무스|1.88 ml,마라스키노 리큐어|1.88 ml,오렌지 비터즈|1.88 ml,슈가시럽",33,2,gin,7,5,14
1561,"얼음|30 ml,진|15 ml,살구 브랜디|480 ml,파인애플 주스|480 ml,패션 프루트 주스|15 ml,트리플 섹|1 잎,어린 가지 민트|1 슬라이스,오렌지",2,12,gin,2,3,14
1562,"얼음|30 ml,진|30 ml,스파이스 럼|0.94 ml,헤이즐넛 리큐어|0.94 ml,라임 코디얼|1 개,레몬 껍질",40,6,gin|rum,7,2,14
1563,"480 ml,진|5 ml,정제된 설탕|1 웨지,오렌지|1 웨지,레몬|1 웨지,라임|2 개,라즈베리|소다수|1 슬라이스,파인애플|1 잎,어린 가지 민트",44,1,gin,4,3,13
1564,"얼음|60 ml,스카치 위스키|30 ml,라이트 럼|30 ml,진|30 ml,레몬 주스|10 ml,슈가시럽|1 슬라이스,레몬|1 슬라이스,오렌지|1 개,딸기",31,3,gin|rum|whisky,4,2,14
1565,"얼음|480 ml,진|15 ml,아마레또|15 ml,레몬 주스|0.94 ml,오렌지 비터즈",42,0,gin,7,2,14
1566,"얼음|60 ml,진|22.5 ml,레몬 주스|22.5 ml,꿀",25,18,gin,7,5,14
1567,"얼음|330 ml,진|20 ml,드라이 버무스|1.88 ml,파스티스|민트",43,0,gin,7,5,14
1568,"얼음|60 ml,진|30 ml,레드 포트 와인|1.88 ml,오렌지 비터즈|1 개,레몬 껍질",29,0,gin,7,2,14
1569,"얼음|30 ml,진|30 ml,크림|30 ml,화이트 카카오 리큐어|너트맥",21,6,gin,7,5,13
1570,"얼음|30 ml,진|30 ml,레몬 주스|30 ml,라즈베리 리큐어|30 ml,트리플 섹|1 개,마라스키노 베리",25,14,gin,7,1,14
1571,"얼음|480 ml,진|30 ml,레몬 주스|20 ml,석류즙|민트",40,0,gin,7,2,14
1572,"얼음|15 ml,진|10 ml,드라이 버무스|10 ml,캄파리|10 ml,귤 리큐어",29,7,gin,7,1,14
1573,"얼음|15 ml,라이트 럼|15 ml,진|15 ml,체리 리큐어|15 ml,계란 흰자|15 ml,레몬 주스",21,4,gin|rum,7,1,15
1574,"얼음|30 ml,드라이 버무스|30 ml,진|0.94 ml,비터즈|0.94 ml,마라스키노 리큐어|1 개,그린 올리브",31,0,gin,7,7,15
1575,"얼음|30 ml,진|20 ml,파스티스|10 ml,석류즙",35,9,gin,7,7,14
1576,"얼음|480 ml,진|20 ml,오렌지 주스|1.88 ml,비터즈|1.88 ml,스위트 버무스|1 개,마라스키노 베리|1 개,오렌지",43,0,gin,7,3,14
1577,"얼음|15 ml,진|15 ml,그린 샤르트뢰즈|15 ml,스위트 버무스|0.94 ml,트리플 섹|1 개,마라스키노 베리",31,17,gin,7,6,15
1578,"얼음|30 ml,진|30 ml,크림|30 ml,화이트 카카오 리큐어",21,6,gin,7,5,15
1579,"얼음|480 ml,진|22.5 ml,크림|10 ml,계란 흰자|10 ml,레몬 주스|소다수",41,0,gin,2,5,15
1580,"얼음|30 ml,드라이 버무스|30 ml,진|7.5 ml,퀴멜",29,0,gin,7,5,4
1581,"얼음|15 ml,진|15 ml,핌즈 컵 넘버 1|15 ml,마라스키노 리큐어|0.94 ml,캄파리|레몬|1 개,마라스키노 베리",24,8,gin,7,1,14
1582,"얼음|20 ml,진|10 ml,드라이 버무스|15 ml,옐로우 샤르트뢰즈|0.94 ml,오렌지 비터즈|1 개,오렌지",36,9,gin,7,3,15
1583,"얼음|30 ml,진|15 ml,그린 샤르트뢰즈|15 ml,레몬 주스",30,6,gin,7,3,14
1584,"얼음|20 ml,진|20 ml,아니제트|20 ml,스위트 버무스|10 ml,슈가시럽",24,14,gin,7,5,15
1585,"얼음|15 ml,드라이 버무스|15 ml,진|15 ml,듀보네|1 개,레몬 껍질",25,4,gin,7,1,14
1586,"얼음|30 ml,진|10 ml,꼬냑|10 ml,스위트 버무스|1.88 ml,비터즈",37,4,gin,7,7,14
1587,"얼음|30 ml,진|15 ml,살구 브랜디|20 ml,레몬 주스|오렌지 비터즈|7.5 ml,슈가시럽|오렌지",25,10,gin,7,3,14
1588,"얼음|22.5 ml,라이트 럼|22.5 ml,진|22.5 ml,라임 주스|10 ml,석류즙|소다수|파인애플",24,6,gin|rum,4,5,14
1589,"얼음|60 ml,자메이카 타입의 다크 럼|30 ml,진|0.94 ml,석류즙",44,4,gin|rum,7,2,14
1590,"얼음|30 ml,진|20 ml,레몬 주스|10 ml,라임과 레몬그라스 코디얼|10 ml,트리플 섹",24,5,gin,7,3,14
1591,"얼음|30 ml,버본|30 ml,진|0.94 ml,비터즈|0.94 ml,오렌지 큐라소|1 개,마라스키노 베리",44,0,gin|whisky,7,2,14
1592,"얼음|20 ml,진|20 ml,듀보네|10 ml,체리 브랜디|10 ml,오렌지 주스",25,8,gin,7,1,14
1593,"얼음|30 ml,진|7.5 ml,오렌지 맛 브랜디|10 ml,듀보네|7.5 ml,페르넷 브랭커",37,4,gin,7,1,15
1594,"얼음|480 ml,진|20 ml,레몬 주스|20 ml,슈가시럽|소다수|1 슬라이스,레몬",41,1,gin,4,5,14
1595,"얼음|30 ml,진|20 ml,사케|10 ml,트리플 섹",28,6,gin,7,5,14
1596,"얼음|30 ml,라이트 럼|30 ml,진|30 ml,파인애플 주스",28,5,gin|rum,7,3,14
1597,"얼음|15 ml,자메이카 타입의 다크 럼|15 ml,진|15 ml,스카치 위스키|15 ml,라임 주스|1.88 ml,체리 브랜디|1.88 ml,스위트 버무스|1 개,마라스키노 베리",32,4,gin|rum|whisky,7,2,14
1598,"얼음|330 ml,진|10 ml,라이트 럼|10 ml,레몬 주스|10 ml,메이플 시럽",42,1,gin|rum,7,2,14
1599,"얼음|60 ml,진|30 ml,레몬 주스|30 ml,트리플 섹",31,9,gin,7,3,14
1600,"얼음|30 ml,드라이 버무스|30 ml,진|0.94 ml,트리플 섹|0.94 ml,파스티스|1 개,마라스키노 베리",31,0,gin,7,7,14
1601,"얼음|30 ml,진|30 ml,신선한 애플 주스|22.5 ml,복숭아 퓌레|15 ml,복숭아 슈납스|7.5 ml,라임 주스|7.5 ml,슈가시럽|복숭아",12,9,gin,3,2,14
1602,"얼음|20 ml,라이트 럼|20 ml,진|20 ml,레몬 주스|20 ml,파인애플 주스|0.94 ml,석류즙",20,4,gin|rum,7,2,14
1603,"얼음|30 ml,진|15 ml,바나나 리큐어|15 ml,크림",27,5,gin,7,5,13
1604,"얼음|30 ml,진|30 ml,체리 브랜디",40,10,gin,7,7,15
1605,"얼음|30 ml,진|30 ml,압생트|슈가시럽",22,2,gin,7,6,15
1606,"얼음|480 ml,진|150 ml,진저비어",35,0,gin,4,5,14
1607,"얼음|22.5 ml,진|22.5 ml,릴렛 블랑|22.5 ml,트리플 섹|22.5 ml,레몬 주스|22.5 ml,압생트|1 개,레몬 껍질",16,8,gin,7,3,14
1608,"얼음|20 ml,드라이 버무스|20 ml,진|20 ml,블랙 커런트 리큐어",27,8,gin,7,2,13
1609,"얼음|30 ml,진|30 ml,압생트|10 ml,석류즙|0.94 ml,비터즈",19,5,gin,7,2,14
1610,"얼음|480 ml,진|15 ml,라이트 럼|0.94 ml,레몬 주스|0.94 ml,메이플 시럽",44,0,gin|rum,7,5,14
1611,"얼음|330 ml,진|10 ml,아페롤|10 ml,패션 프루트 시럽|패션 프루트|파인애플",42,2,gin,7,2,14
1612,"얼음|480 ml,진|60 ml,자몽주스|22.5 ml,바나나 리큐어",39,2,gin,4,3,14
1613,"얼음|330 ml,진|20 ml,살구 브랜디|20 ml,오렌지 주스",42,1,gin,7,3,14
1614,"얼음|330 ml,진|10 ml,드라이 버무스|1.88 ml,레몬 주스|1.88 ml,오렌지 큐라소|0.94 ml,비터즈|1 개,레몬 껍질|1 개,마라스키노 베리",43,0,gin,7,7,14
1615,"얼음|20 ml,진|10 ml,드라이 버무스|10 ml,듀보네|0.94 ml,비터즈",29,2,gin,7,1,14
1616,"얼음|30 ml,살구 브랜디|30 ml,진|30 ml,레몬 주스|1.88 ml,석류즙|소다수|1 잎,어린 가지 민트",26,8,gin,4,3,14
1617,"얼음|480 ml,진|30 ml,레몬 주스|20 ml,슈가시럽|10 ml,크림|소다수|1 개,딸기",40,1,gin,4,3,14
1618,"얼음|480 ml,진|30 ml,레몬 주스|20 ml,슈가시럽|10 ml,계란 흰자|10 ml,그린 박하 리큐어|소다수|1 개,오렌지",39,2,gin,2,3,14
1619,"얼음|480 ml,진|30 ml,레몬 주스|15 ml,체리 브랜디|10 ml,슈가시럽|소다수",41,1,gin,4,3,14
1620,"얼음|480 ml,진|15 ml,드라이 버무스|0.94 ml,비터즈|1 개,그린 올리브",44,0,gin,7,7,14
1621,"얼음|30 ml,진|10 ml,오렌지 주스|10 ml,트리플 섹",34,9,gin,7,2,14
1622,"얼음|15 ml,진|15 ml,화이트 크렘 드 망트|15 ml,포도 주스|0.94 ml,오렌지 큐라소",15,12,gin,7,7,14
1623,"얼음|30 ml,진|30 ml,파인애플 주스|20 ml,마라스키노 리큐어|2.82 ml,석류즙",23,10,gin,7,3,14
1624,"얼음|330 ml,진|10 ml,트리플 섹|10 ml,스위트 버무스|0.94 ml,레몬 주스|1 개,레몬 껍질",43,1,gin,7,3,14
1625,"얼음|330 ml,진|20 ml,자몽주스|20 ml,슈가시럽|10 ml,캄파리|10 ml,스위트 버무스|오렌지",39,4,gin,7,7,14
1626,"얼음|480 ml,진|30 ml,체리 주스|30 ml,레몬 주스|10 ml,슈가시럽|1 개,마라스키노 베리",39,0,gin,7,1,14
1627,"얼음|480 ml,진|10 ml,레몬 주스|10 ml,마라스키노 리큐어|10 ml,오렌지 주스|1 개,계란 흰자",42,0,gin,7,2,14
1628,"얼음|60 ml,진|22.5 ml,스위트 버무스|1.88 ml,비터즈",37,6,gin,7,7,4
1629,"얼음|20 ml,진|20 ml,꼬냑|60 ml,오렌지 주스|20 ml,오렌지 큐라소|0.94 ml,오렌지 비터즈",18,7,gin,7,11,14
1630,"얼음|60 ml,진|30 ml,오렌지 주스|10 ml,화이트 카카오 리큐어|1 개,계란 흰자|1 개,레몬 껍질",29,4,gin,7,3,14
1631,"얼음|30 ml,진|30 ml,꼬냑|15 ml,레몬 주스|15 ml,오렌지 주스",28,1,gin,7,2,14
1632,"얼음|480 ml,진|10 ml,드라이 버무스|0.94 ml,오렌지 큐라소",44,0,gin,7,5,15
1633,"얼음|480 ml,진|0.94 ml,스파이스 럼|0.94 ml,오렌지 비터즈|0.94 ml,파스티스",44,0,gin|rum,7,7,15
1634,"얼음|20 ml,드라이 버무스|20 ml,진|10 ml,살구 브랜디|10 ml,트리플 섹",32,10,gin,7,5,15
1635,"얼음|480 ml,진|30 ml,레몬 주스|15 ml,망고 주스|15 ml,타마린드 주스|2.82 ml,비터즈|소다수|1 개,마라스키노 베리|파인애플",39,0,gin,4,5,14
1636,"얼음|30 ml,살구 브랜디|30 ml,진|3.76 ml,비터즈|10 ml,석류즙|10 ml,레몬 주스|레몬",28,11,gin,7,2,15
1637,"얼음|480 ml,진|20 ml,레몬 주스|3.76 ml,페르넷 브랭커|소다수",43,0,gin,4,5,14
1638,"얼음|330 ml,진|20 ml,마라스키노 리큐어|10 ml,라임 주스|진저엘",42,1,gin,4,2,14
1639,"얼음|30 ml,진|15 ml,체리 브랜디|15 ml,오렌지 주스|진저엘",31,7,gin,4,3,14
1640,"얼음|480 ml,진|30 ml,라임 주스|20 ml,슈가시럽|소다수|1 잎,어린 가지 민트",40,2,gin,2,3,14
1641,"얼음|30 ml,드라이 버무스|30 ml,진|7.5 ml,라임 주스|7.5 ml,파스티스",29,2,gin,7,5,15
1642,"얼음|30 ml,진|15 ml,드라이 버무스|0.94 ml,트리플 섹",36,0,gin,7,5,14
1643,"얼음|480 ml,진|20 ml,슈가시럽|20 ml,레몬 주스|8 개,포도|8 잎,바질",41,1,gin,7,3,15
1644,"얼음|120 ml,진|30 ml,블랙 커런트 리큐어|30 ml,레몬 주스|레몬",33,4,gin,7,1,14
1645,"얼음|30 ml,진|30 ml,성 라파엘|1 개,레몬 껍질",31,0,gin,7,7,15
1646,"얼음|30 ml,진|15 ml,화이트 포트 와인|1.88 ml,오렌지 비터즈|1 개,레몬 껍질",28,8,gin,7,7,15
1647,"얼음|330 ml,진|10 ml,트리플 섹|10 ml,스위트 버무스|1 개,마라스키노 베리",44,1,gin,7,5,14
1648,"얼음|30 ml,살구 브랜디|30 ml,진|30 ml,오렌지 주스|0.94 ml,레몬 주스",26,11,gin,7,3,14
1649,"얼음|480 ml,진|10 ml,레몬 주스|10 ml,오렌지 주스|10 ml,파인애플 주스|0.94 ml,비터즈|1 개,레몬 껍질|1 개,오렌지",42,0,gin,7,2,14
1650,"30 ml,진|60 ml,우유",15,2,gin,3,4,14
1651,"얼음|480 ml,진|15 ml,레몬 주스|10 ml,파스티스|10 ml,슈가시럽|0.94 ml,비터즈|1 개,레몬 껍질",42,1,gin,7,2,14
1652,"얼음|15 ml,꼬냑|15 ml,진|15 ml,스카치 위스키|15 ml,스위트 버무스|0.94 ml,오렌지 비터즈|1 개,오렌지",36,6,gin|whisky,7,2,14
1653,"얼음|20 ml,진|15 ml,꼬냑|20 ml,소다수|15 ml,스위트 버무스",25,8,gin,2,1,14
1654,"얼음|30 ml,진|15 ml,드라이 버무스|0.94 ml,캄파리|1 개,그린 올리브",35,0,gin,7,7,4
1655,"얼음|30 ml,진|60 ml,바닐라 아이스크림|30 ml,오렌지 주스|1 슬라이스,오렌지",11,10,gin,3,2,14
