id,ingredient,degree,sugar,base_spirit,glass_id,color_id,occasion_id
179,"얼음|480 ml,앱솔루트 보드카|30 ml,석류즙|30 ml,라임 주스|토닉 워터|레몬",35,1,vodka,4,2,14
180,"얼음|480 ml,앱솔루트 보드카|4 방울,클로브 비터스|15 ml,릴렛 블랑|7.5 ml,설탕 시럽|1 개,오렌지",38,0,vodka,2,5,22
181,"480 ml,앱솔루트 보드카|5 ml,황설탕|1 개,라즈베리",39,0,vodka,7,1,14
182,"얼음|330 ml,앱솔루트 바니리아|150 ml,소다수|15 ml,라임 주스|1 슬라이스,라임|1 개,바닐라",25,3,vodka,2,5,22
183,"잘게 부순 얼음|30 ml,앱솔루트 보드카|20 ml,블랙 커런트 리큐어|20 ml,라즈베리 퓌레|20 ml,레몬 주스|10 ml,슈가시럽|샴페인|1 개,블랙베리",16,17,vodka|champagne,4,2,14
184,"얼음|480 ml,앱솔루트 보드카|22.5 ml,라임 주스|0.94 ml,핫 소스|진저비어|1 웨지,라임",38,0,vodka,5,3,4
185,"잘게 부순 얼음|60 ml,앱솔루트 보드카|수박|20 ml,슈가시럽|20 ml,라임 주스",24,11,vodka,2,1,13
186,"얼음|480 ml,앱솔루트 맨드린|510 ml,오렌지 주스|510 ml,크랜베리 주스|1 웨지,라임|1 웨지,오렌지",12,7,vodka,4,9,4
187,"얼음|480 ml,앱솔루트 시트론|150 ml,소다수|15 ml,라임 주스|1 슬라이스,라임|1 슬라이스,레몬",29,2,vodka,2,5,22
188,"얼음|30 ml,앱솔루트 라즈베리|20 ml,화이트 카카오 리큐어|7.5 ml,슈가시럽|6 개,라즈베리",26,13,vodka,7,1,13
189,"얼음|30 ml,앱솔루트 시트론|15 ml,레몬 주스|15 ml,트리플 섹|7.5 ml,슈가시럽|1 개,레몬 껍질",25,13,vodka,7,3,14
190,"얼음|22.5 ml,앱솔루트 망고|15 ml,레몬 주스|7.5 ml,슈가시럽|1 웨지,망고",19,8,vodka,8,6,22
191,"얼음|30 ml,앱솔루트 어피치|파인애플 리큐어|120 ml,오렌지 소다|1 슬라이스,복숭아",8,0,vodka,4,3,14
192,"얼음|480 ml,앱솔루트 바니리아|20 ml,애플 주스|20 ml,레몬 주스|15 ml,스위트 버무스|7.5 ml,슈가시럽|1 개,패션 프루트",34,1,vodka,7,3,4
193,"얼음|480 ml,앱솔루트 그레이프프루트|660 ml,화이트 와인|20 ml,레몬 주스|10 ml,아가베 넥타|6 개,포도",22,2,vodka,4,3,16
194,"얼음|480 ml,앱솔루트 그레이프프루트|15 ml,라임 주스|진저비어|1 웨지,그레이프프루트",38,0,vodka,5,5,4
195,"얼음|480 ml,앱솔루트 보드카|570 ml,토닉 워터|라임",18,0,vodka,4,5,21
196,"얼음|30 ml,앱솔루트 바니리아|20 ml,애플 주스|10 ml,레몬 주스|10 ml,슈가시럽|1 웨지,사과|계피",16,10,vodka,8,3,13
197,"얼음|480 ml,앱솔루트 바니리아|90 ml,에그 노그|30 ml,콜드 브루 커피|15 ml,깔루아",30,0,vodka,2,4,9
198,"얼음|480 ml,앱솔루트 루비 레드|480 ml,크랜베리 주스|1.88 ml,크렘 드 피치|1.88 ml,노일리 프라트|그레이프프루트",17,6,vodka,7,1,15
199,"얼음|480 ml,진(올드 톰)|15 ml,앱솔루트 엘릭스|7.5 ml,릴렛 블랑|1 개,레몬 껍질",42,0,vodka,7,5,7
200,"얼음|30 ml,앱솔루트 보드카|15 ml,블루 큐라소|10 ml,엘더플라워 리큐르|10 ml,레몬 주스|토닉 워터|1 슬라이스,레몬",23,7,vodka,4,8,4
201,"얼음|330 ml,앱솔루트 보드카|20 ml,라이치 리큐어|1 방울,슈가시럽|샴페인|1 개,라이치",38,1,vodka|champagne,3,3,14
202,"얼음|480 ml,앱솔루트 보드카|커피 원두|60 ml,우유|15 ml,슈가시럽",34,1,vodka,2,2,21
203,"얼음|20 ml,앱솔루트 보드카|20 ml,크림 리큐어|20 ml,깔루아",25,13,vodka,2,3,15
204,"얼음|330 ml,앱솔루트 보드카|10 ml,레몬 주스|10 ml,복숭아 리큐어|크랜베리 주스",38,0,vodka,4,1,14
205,"얼음|22.5 ml,앱솔루트 라즈베리|390 ml,우유|22.5 ml,딸기 리큐어",3,4,vodka,2,2,15
206,"얼음|480 ml,앱솔루트 그레이프프루트|330 ml,콜드 브루 커피|10 ml,슈가시럽|1 개,그레이프프루트",23,0,vodka,2,2,21
207,"얼음|480 ml,앱솔루트 어피치|150 ml,아이스 티|1 슬라이스,레몬",30,3,vodka,4,2,14
208,"얼음|480 ml,앱솔루트 보드카|22.5 ml,오이|22.5 ml,레몬 주스|20 ml,설탕 시럽|10 ml,릴렛 블랑|10 ml,수즈|샴페인|1 잎,어린 가지 민트",34,0,vodka|champagne,3,3,22
209,"얼음|480 ml,앱솔루트 그레이프프루트|30 ml,민트 시럽|3 웨지,레몬|소다수|1 잎,어린 가지 민트",37,0,vodka,4,3,14
210,"얼음|22.5 ml,말리부 럼|22.5 ml,앱솔루트 보드카|510 ml,레몬에이드|1 잎,민트",2,12,vodka,4,3,14
211,"얼음|30 ml,앱솔루트 주스 애플|30 ml,소다수|30 ml,스파클링 와인|4 슬라이스,사과",15,8,vodka,3,5,14
212,"얼음|22.5 ml,앱솔루트 바니리아|22.5 ml,사과즙|20 ml,라임 주스|사이다|라임",13,2,vodka,4,3,14
213,"얼음|480 ml,앱솔루트 패션프루트|30 ml,검붉은 오렌지 주스|20 ml,라임 주스|20 ml,슈가시럽|1 웨지,패션 프루트",33,2,vodka,7,3,22
214,"얼음|30 ml,앱솔루트 바니리아|15 ml,아마레또|15 ml,우유|1 개,아몬드|초콜릿|1 개,바닐라",19,6,vodka,7,7,14
215,"얼음|22.5 ml,말리부 럼|22.5 ml,앱솔루트 보드카|22.5 ml,아이스 티|소다수|1 슬라이스,오렌지",20,13,vodka,4,2,14
216,"얼음|30 ml,앱솔루트 보드카|480 ml,오렌지 주스|15 ml,트리플 섹|10 ml,캄파리|10 ml,슈가시럽|1 개,오렌지",3,10,vodka,7,3,15
217,"얼음|480 ml,앱솔루트 워터멜론|30 ml,라임 주스|30 ml,슈가시럽|소다수|바질",33,3,vodka,4,5,22
218,"얼음|20 ml,앱솔루트 보드카|20 ml,크림|20 ml,크림 리큐어|20 ml,깔루아",19,10,vodka,2,2,15
219,"얼음|480 ml,앱솔루트 맨드린|510 ml,자몽주스|480 ml,크랜베리 주스|1 웨지,라임",13,8,vodka,4,3,13
220,"얼음|330 ml,앱솔루트 100|20 ml,라마조티|20 ml,깔루아|1 개,그레이프프루트",45,1,vodka,2,2,22
221,"480 ml,앱솔루트 바니리아|22.5 ml,패션프루트 퓨레|15 ml,바닐라 시럽|1 슬라이스,파인애플|1 개,패션 프루트",35,1,vodka,7,3,14
222,"얼음|480 ml,앱솔루트 보드카|22.5 ml,라즈베리 퓌레|소다수|2 개,라즈베리|1 웨지,레몬",38,1,vodka,4,1,14
223,"얼음|480 ml,앱솔루트 보드카|150 ml,비프 콩소메|10 ml,레몬 주스|10 ml,우스터 소스|0.94 ml,핫 소스",29,0,vodka,4,2,15
224,"얼음|480 ml,앱솔루트 패션프루트|15 ml,매실주|15 ml,라임 주스|7.5 ml,설탕 시럽|1 슬라이스,그레이프프루트",35,0,vodka,2,7,22
225,"330 ml,앱솔루트 보드카|660 ml,커피|660 ml,레드 와인|10 ml,슈가시럽",13,0,vodka,3,2,14
226,"얼음|30 ml,앱솔루트 보드카|15 ml,깔루아|15 ml,체리 시럽|콜라|2 개,체리",24,5,vodka,4,2,4
227,"얼음|330 ml,앱솔루트 라임|30 ml,소다수|20 ml,라임 주스|2 슬라이스,라임",34,1,vodka,2,5,22
228,"얼음|20 ml,앱솔루트 보드카|480 ml,오렌지 주스|480 ml,라즈베리 주스|20 ml,캄파리|10 ml,레몬첼로|사이다|1 슬라이스,레몬|1 잎,어린 가지 민트|1 개,라즈베리|1 개,블랙베리",1,8,vodka,4,2,14
229,"얼음|20 ml,앱솔루트 큐란트|20 ml,앱솔루트 시트론|22.5 ml,라임 주스|진저비어|1 개,어린 가지 블랙 커런트",25,2,vodka,5,3,14
230,"얼음|30 ml,앱솔루트 보드카|15 ml,블루 큐라소|레몬에이드|1 슬라이스,레몬",34,11,vodka,4,8,14
231,"얼음|잘게 부순 얼음|30 ml,앱솔루트 큐란트|15 ml,크렘 드 카시스|0.94 ml,레몬 주스|1 개,블랙 커런트 리큐어",32,13,vodka,2,10,14
232,"얼음|330 ml,앱솔루트 보드카|660 ml,코코넛 크림|330 ml,바닐라 아이스크림|20 ml,아몬드향 리큐어|1 개,체리",10,8,vodka,7,5,14
233,"얼음|480 ml,앱솔루트 바니리아|20 ml,레몬 주스|20 ml,레몬첼로|10 ml,버터스카치 슈납스|10 ml,바닐라 시럽",35,1,vodka,7,3,14
234,"얼음|480 ml,앱솔루트 페퍼|150 ml,소다수|15 ml,라임 주스|1 슬라이스,라임|1 개,칠레 고추",28,2,vodka,2,5,14
235,"얼음|480 ml,앱솔루트 라임|480 ml,애플 주스|15 ml,라임 주스|10 ml,슈가시럽|15 ml,말차 파우더|1 잎,어린 가지 민트",19,5,vodka,7,6,3
236,"얼음|480 ml,앱솔루트 그레이프프루트|570 ml,소다수|1 웨지,그레이프프루트",18,6,vodka,4,5,17
237,"얼음|480 ml,앱솔루트 망고|30 ml,레몬 주스|20 ml,슈가시럽|1 웨지,레몬",34,1,vodka,7,3,14
238,"얼음|480 ml,앱솔루트 보드카|60 ml,크랜베리 주스|60 ml,석류 주스|7.5 ml,라임 주스|1 슬라이스,오렌지",31,1,vodka,4,1,4
239,"얼음|30 ml,앱솔루트 라즈베리|15 ml,트리플 섹|1.88 ml,자몽주스|0.94 ml,레몬 주스|1 웨지,그레이프프루트|1 개,라즈베리",34,11,vodka,7,3,14
240,"얼음|480 ml,앱솔루트 라임|90 ml,수박 주스|30 ml,라임 주스|15 ml,슈가시럽|민트",31,1,vodka,4,7,4
241,"얼음|20 ml,앱솔루트 맨드린|20 ml,앱솔루트 라즈베리|15 ml,라임 주스|진저비어|1 웨지,라임",28,1,vodka,5,3,14
242,"얼음|330 ml,앱솔루트 큐란트|20 ml,트리플 섹|20 ml,라임 주스|20 ml,크랜베리 주스|1 슬라이스,라임",35,2,vodka,7,2,15
243,"330 ml,앱솔루트 시트론|15 ml,레몬|1 개,패션 프루트|5 ml,황설탕",37,0,vodka,2,3,15
244,"얼음|480 ml,앱솔루트 시트론|20 ml,엘더플라워 리큐르|레몬 주스|소다수|1 슬라이스,레몬",38,0,vodka,4,5,4
245,"얼음|20 ml,앱솔루트 보드카|10 ml,파인애플 시럽|7.5 ml,릴렛 블랑|7.5 ml,마라스키노 리큐어|15 ml,바닐라 아이스크림|샴페인",16,6,vodka|champagne,7,2,15
246,"480 ml,앱솔루트 맨드린|150 ml,크랜베리 주스(핫)|1 웨지,오렌지",30,0,vodka,4,1,14
247,"얼음|잘게 부순 얼음|30 ml,앱솔루트 맨드린|15 ml,갈리아노|15 ml,레몬 주스",28,5,vodka,4,3,14
248,"얼음|30 ml,앱솔루트 맨드린|30 ml,오렌지 주스|30 ml,크랜베리 주스|15 ml,트리플 섹|1 슬라이스,오렌지",16,11,vodka,3,1,14
249,"얼음|30 ml,앱솔루트 맨드린|20 ml,오렌지 맛 브랜디|15 ml,크림|15 ml,우유|7.5 ml,슈가시럽",22,7,vodka,7,7,15
250,"얼음|480 ml,앱솔루트 바니리아|150 ml,오렌지 주스|0.94 ml,석류즙|1 슬라이스,오렌지",28,2,vodka,4,3,14
251,"얼음|480 ml,앱솔루트 페어|480 ml,망고 퓌레|20 ml,슈가시럽|20 ml,레몬 주스|소다수|1 슬라이스,레몬",19,8,vodka,4,2,14
252,"얼음|330 ml,앱솔루트 패션프루트|630 ml,망고 주스|20 ml,라임 주스|사이다|1 슬라이스,라임|1 잎,파인애플",12,11,vodka,3,3,22
253,"얼음|30 ml,앱솔루트 100|15 ml,깔루아|1 개,마라스키노 베리",38,6,vodka,2,5,22
254,"얼음|30 ml,앱솔루트 보드카|10 ml,블랙 라즈베리 리큐어|10 ml,딸기 리큐어|7.5 ml,블랙 커런트 리큐어|7.5 ml,크림",26,9,vodka,7,1,13
255,"얼음|480 ml,앱솔루트 페퍼|0.94 ml,라즈베리 리큐어|크랜베리 주스|라즈베리",38,0,vodka,4,1,14
256,"얼음|480 ml,앱솔루트 맨드린|150 ml,진저엘|1 슬라이스,오렌지",30,0,vodka,4,2,14
257,"얼음|20 ml,앱솔루트 보드카|20 ml,드라이 버무스|20 ml,진|1.88 ml,비터즈",33,0,vodka|gin,7,7,15
258,"얼음|480 ml,앱솔루트 보드카|480 ml,파인애플 주스|15 ml,라즈베리 리큐어|1 잎,파인애플",20,6,vodka,7,1,4
259,"얼음|15 ml,앱솔루트 라즈베리|10 ml,진|22.5 ml,블랙베리 리큐어",30,9,vodka|gin,2,1,14
260,"얼음|480 ml,앱솔루트 보드카|30 ml,레몬 주스|20 ml,슈가시럽|소다수|1 개,체리|2 웨지,오렌지",36,1,vodka,4,5,14
261,"얼음|30 ml,앱솔루트 라임|15 ml,트리플 섹|15 ml,크랜베리 주스|15 ml,라임 주스|라임",23,11,vodka,7,7,2
262,"얼음|480 ml,앱솔루트 워터멜론|90 ml,콜라|라임|수박",32,1,vodka,4,2,22
263,"얼음|480 ml,앱솔루트 엘릭스|480 ml,자몽주스|480 ml,아몬드 시럽|480 ml,진저비어|15 ml,아페롤|민트|그레이프프루트",11,16,vodka,5,1,22
264,"30 ml,앱솔루트 워터멜론|라임|수박",38,0,vodka,8,5,22
265,"얼음|30 ml,앱솔루트 라즈베리|15 ml,라즈베리 리큐어|15 ml,화이트 초콜릿 리큐어|10 ml,크림",24,8,vodka,7,7,14
266,"잘게 부순 얼음|480 ml,앱솔루트 보드카|22.5 ml,크림|22.5 ml,우유|15 ml,바닐라 시럽|1 개,바나나",35,2,vodka,2,3,14
267,"얼음|480 ml,앱솔루트 시트론|22.5 ml,망고 퓌레|0.94 ml,라임 주스|1 슬라이스,망고",38,0,vodka,2,3,14
268,"얼음|30 ml,앱솔루트 보드카|20 ml,체리 리큐어|20 ml,레몬 주스|20 ml,오렌지 주스|10 ml,바나나 리큐어|1 슬라이스,바나나|1 개,마라스키노 베리",19,7,vodka,2,1,22
269,"얼음|30 ml,앱솔루트 엘릭스|30 ml,배 주스|30 ml,차가운 랍상 수총 차|15 ml,레몬 주스|15 ml,슈가시럽|7.5 ml,칼바도스|2.82 ml,배 에센스|1 슬라이스,말린 레몬",10,7,vodka,7,5,15
270,"얼음|480 ml,앱솔루트 보드카|150 ml,핑크 그레이프프루트 주스|1 웨지,그레이프프루트",30,0,vodka,2,7,14
271,"얼음|잘게 부순 얼음|480 ml,앱솔루트 바니리아|10 ml,레몬 주스|1 개,자보티카바|5 ml,정제된 설탕",36,1,vodka,2,1,14
272,"얼음|480 ml,앱솔루트 보드카|480 ml,파인애플 주스|소다수|1 잎,어린 가지 민트",20,6,vodka,4,3,15
273,"얼음|30 ml,앱솔루트 주스 스트로베리|60 ml,토닉 워터|4 슬라이스,딸기",11,0,vodka,3,5,14
274,"얼음|잘게 부순 얼음|60 ml,앱솔루트 보드카|2 그램,레몬|5 ml,정제된 설탕|토닉 워터|라임",36,7,vodka,4,5,22
275,"얼음|120 ml,앱솔루트 페어|150 ml,애플 주스|블루 큐라소|블랙베리",18,6,vodka,2,2,14
276,"30 ml,앱솔루트 어피치|15 ml,트리플 섹|0.94 ml,꿀|애플 주스(핫)|1 슬라이스,오렌지",37,13,vodka,4,2,14
277,"10 ml,앱솔루트 보드카|20 ml,크림 리큐어|20 ml,멜론 리큐어",24,16,vodka,8,6,13
278,"얼음|480 ml,앱솔루트 페어|150 ml,소다수|15 ml,라임 주스|1 슬라이스,배",29,2,vodka,2,5,22
279,"얼음|30 ml,앱솔루트 엘릭스|60 ml,진저비어|10 ml,셰리|10 ml,크렘 드 카시스|10 ml,애플 주스|10 ml,라임 주스|사과",14,6,vodka,5,5,22
280,"얼음|30 ml,앱솔루트 보드카|60 ml,파인애플 주스|30 ml,트리플 섹|샴페인|1 개,마라스키노 베리|파인애플",18,15,vodka|champagne,7,3,14
281,"얼음|480 ml,앱솔루트 보드카|15 ml,압생트|1 개,그린 올리브",38,0,vodka,7,6,14
282,"얼음|15 ml,앱솔루트 보드카|15 ml,블루 큐라소|15 ml,우유",21,12,vodka,8,8,14
283,"얼음|30 ml,앱솔루트 보드카|20 ml,라임 주스|10 ml,체리 리큐어|10 ml,계란 흰자|10 ml,오렌지 큐라소|10 ml,슈가시럽",19,11,vodka,7,1,15
284,"얼음|480 ml,앱솔루트 보드카|22.5 ml,빵집 오르주|22.5 ml,레몬 주스|15 ml,아쿠아파바",35,2,vodka,2,3,22
285,"얼음|480 ml,앱솔루트 보드카|22.5 ml,슈가시럽|4 조각,오이|2 웨지,라임|1 꼬집,소금|소다수",38,2,vodka,2,6,15
286,"잘게 부순 얼음|30 ml,앱솔루트 라즈베리|15 ml,사과즙|15 ml,자몽주스|사과|라즈베리",19,3,vodka,2,5,22
287,"480 ml,앱솔루트 보드카|22.5 ml,핑크 그레이프프루트 주스|22.5 ml,라임 주스|22.5 ml,슈가시럽|1 개,핑크 페퍼",35,2,vodka,7,7,15
288,"얼음|480 ml,앱솔루트 보드카|15 ml,트리플 섹|0.94 ml,블루 큐라소",39,1,vodka,7,8,4
289,"얼음|30 ml,앱솔루트 체리|60 ml,크랜베리 주스|60 ml,애플 주스|30 ml,아마레또|1 웨지,라임",6,11,vodka,4,1,14
290,"얼음|20 ml,앱솔루트 시트론|20 ml,캄파리|20 ml,스위트 버무스|오렌지",28,12,vodka,2,1,15
291,"얼음|60 ml,앱솔루트 주스 페어 & 엘더플라워|90 ml,사이다|30 ml,오렌지 주스|1 웨지,레몬",11,6,vodka,4,3,18
292,"얼음|480 ml,앱솔루트 라즈베리|150 ml,사이다|라즈베리",29,2,vodka,4,3,14
293,"잘게 부순 얼음|480 ml,앱솔루트 보드카|20 ml,슈가시럽|4 웨지,라임",38,2,vodka,2,3,14
294,"얼음|480 ml,앱솔루트 시트론|22.5 ml,슈가시럽|22.5 ml,라임 주스|1 개,라임",36,2,vodka,2,5,14
295,"얼음|잘게 부순 얼음|480 ml,앱솔루트 망고|0.94 ml,레몬 주스|1 조각,망고|1 개,핑크 페퍼|5 ml,정제된 설탕",37,1,vodka,2,2,15
296,"얼음|480 ml,앱솔루트 보드카|150 ml,파인애플 주스|1 슬라이스,파인애플",30,3,vodka,4,3,21
297,"얼음|30 ml,앱솔루트 엘릭스|90 ml,레몬 토닉 워터|30 ml,망고 주스|30 ml,자몽주스|1 슬라이스,망고",7,5,vodka,5,7,22
298,"얼음|480 ml,앱솔루트 체리|150 ml,크랜베리 주스|630 ml,핑크 그레이프프루트 주스|1 개,그레이프프루트",15,1,vodka,4,1,22
299,"얼음|30 ml,앱솔루트 주스 애플|60 ml,소다수|4 슬라이스,사과",11,7,vodka,3,5,22
300,"얼음|30 ml,앱솔루트 보드카|30 ml,레몬 주스|15 ml,트리플 섹|1 개,오렌지 껍질",23,7,vodka,7,3,14
301,"얼음|480 ml,앱솔루트 시트론|22.5 ml,수박 주스|15 ml,라임 주스|15 ml,트리플 섹|7.5 ml,슈가시럽|7.5 ml,크랜베리 주스|수박|민트",36,2,vodka,6,9,22
302,"얼음|잘게 부순 얼음|480 ml,앱솔루트 바니리아|22.5 ml,레몬 주스|10 ml,계피 시럽|0.94 ml,파인애플 주스|레몬|1 개,아세로라",35,0,vodka,7,3,14
303,"얼음|480 ml,앱솔루트 체리|150 ml,콜라|1 개,체리|1 슬라이스,오렌지",30,2,vodka,4,2,15
304,"얼음|480 ml,앱솔루트 주스 애플|30 ml,진저엘|30 ml,레몬에이드|1.88 ml,비터즈|1 웨지,라임",31,0,vodka,5,5,15
305,"얼음|480 ml,앱솔루트 워터멜론|90 ml,토닉 워터|수박|라임",32,0,vodka,4,5,21
306,"잘게 부순 얼음|480 ml,앱솔루트 라즈베리|1.88 ml,블랙 커런트 리큐어|1.88 ml,슈가시럽|0.94 ml,라임 주스|4 개,라즈베리",37,0,vodka,2,1,14
307,"얼음|330 ml,앱솔루트 패션프루트|30 ml,라이치 주스|22.5 ml,라임 주스|7.5 ml,자스민 리큐어|1 개,식용 꽃",32,0,vodka,7,3,22
308,"30 ml,앱솔루트 보드카|15 ml,레몬 주스|15 ml,라즈베리 코디얼",20,0,vodka,8,9,22
309,"얼음|10 ml,앱솔루트 시트론|10 ml,앱솔루트 맨드린|10 ml,캄파리|10 ml,크랜베리 주스|10 ml,레몬 주스|10 ml,트리플 섹",23,10,vodka,7,1,14
310,"얼음|480 ml,앱솔루트 보드카|150 ml,소다수|1 웨지,라임",30,2,vodka,4,5,14
311,"얼음|30 ml,앱솔루트 시트론|20 ml,레몬 주스|20 ml,패션 프루트 리큐어|15 ml,복숭아 리큐어",26,10,vodka,4,2,14
312,"22.5 ml,앱솔루트 어피치|1.88 ml,복숭아 비터즈|1 개,갈설탕(흰색)|샴페인",36,1,vodka|champagne,1,3,14
313,"얼음|잘게 부순 얼음|480 ml,앱솔루트 페어|480 ml,애플 주스|22.5 ml,계피 시럽|22.5 ml,라임 주스|8 잎,민트",19,5,vodka,4,3,14
314,"얼음|480 ml,앱솔루트 망고|22.5 ml,레몬 주스|22.5 ml,슈가시럽|0.94 ml,계란 흰자|망고|1 개,계피 스틱",34,2,vodka,2,3,14
315,"얼음|480 ml,앱솔루트 보드카|120 ml,핑크 그레이프프루트 주스|1 웨지,그레이프프루트",32,0,vodka,4,7,14
316,"얼음|20 ml,앱솔루트 보드카|20 ml,블루 큐라소|10 ml,바나나 리큐어|10 ml,피상 암본|1 개,마라스키노 베리|민트",24,14,vodka,7,8,13
317,"얼음|480 ml,앱솔루트 보드카|90 ml,크랜베리 주스|630 ml,자몽주스|22.5 ml,신선한 애플 주스|22.5 ml,배 주스|10 ml,레몬 주스|10 ml,슈가시럽|1.88 ml,오렌지 비터즈",15,7,vodka,7,1,14
318,"얼음|480 ml,앱솔루트 맨드린|0.94 ml,라임 주스|1 개,라이치",39,0,vodka,8,5,15
319,"얼음|480 ml,앱솔루트 보드카|10 ml,드라이 버무스|1 개,그린 올리브|1 개,레몬 껍질",39,0,vodka,7,5,14
320,"얼음|30 ml,앱솔루트 그레이프프루트|10 ml,앱솔루트 보드카|20 ml,레몬 주스|10 ml,슈가시럽|1 웨지,핑크 자몽",22,7,vodka,8,6,22
321,"얼음|15 ml,앱솔루트 바니리아|30 ml,신선한 애플 주스|30 ml,사과즙|15 ml,패션 프루트 주스|10 ml,레몬 주스|사과",5,5,vodka,4,3,14
322,"얼음|480 ml,앱솔루트 페어|20 ml,애플 주스|20 ml,레몬 주스|10 ml,슈가시럽",36,1,vodka,7,3,14
323,"얼음|30 ml,앱솔루트 주스 페어 & 엘더플라워|30 ml,소다수|1 웨지,레몬",17,5,vodka,4,3,22
324,"잘게 부순 얼음|480 ml,앱솔루트 라즈베리|22.5 ml,레몬 주스|3 잎,바질|30 ml,정제된 설탕|2 개,라즈베리|2 개,블랙베리|소다수|1 웨지,레몬",34,5,vodka,4,1,4
325,"얼음|480 ml,앱솔루트 어피치|15 ml,라임 주스|1.88 ml,복숭아 비터즈|진저비어|1 슬라이스,복숭아",38,0,vodka,5,3,14
326,"얼음|480 ml,앱솔루트 어피치|150 ml,오렌지 주스|0.94 ml,석류즙|1 개,마라스키노 베리",30,2,vodka,2,3,14
327,"얼음|480 ml,앱솔루트 라즈베리|22.5 ml,크랜베리 주스|22.5 ml,파인애플 주스|파인애플|1 개,라즈베리",34,1,vodka,4,1,14
328,"얼음|480 ml,앱솔루트 바니리아|20 ml,라임 주스|10 ml,슈가시럽|10 ml,파인애플 주스",35,1,vodka,7,3,14
329,"얼음|480 ml,앱솔루트 보드카|30 ml,우유|0.94 ml,바닐라 추출물|5 ml,계피 시럽|30 ml,펌킨 스매시",36,1,vodka,7,9,22
330,"얼음|30 ml,앱솔루트 보드카|10 ml,말리부 럼|10 ml,바나나 리큐어|10 ml,하프 앤드 하프|10 ml,멜론 리큐어",28,10,vodka,7,3,14
331,"얼음|480 ml,앱솔루트 보드카|150 ml,크랜베리 주스|1 슬라이스,라임",30,3,vodka,4,7,14
332,"얼음|480 ml,앱솔루트 패션프루트|390 ml,파인애플 주스|30 ml,코코넛 크림|10 ml,라임 주스|1 개,라임",20,5,vodka,1,3,22
333,"480 ml,앱솔루트 망고|10 ml,레몬 주스|1 개,패션 프루트|5 ml,정제된 설탕",36,1,vodka,2,3,15
334,"얼음|480 ml,앱솔루트 보드카|30 ml,크랜베리 주스|10 ml,라임 주스|8 개,민트잎|8 개,블루베리",36,0,vodka,2,1,22
335,"얼음|480 ml,앱솔루트 보드카|510 ml,크랜베리 주스|510 ml,파인애플 주스|1 웨지,파인애플|1 웨지,라임",12,8,vodka,4,9,14
